"USA";"eaa";"China";"financevol";"2.19072164948454";"100";"-100";"0";"0";"100";"-89.2139175257732";"10.7860824742268";"0";"FALSE";"TRUE"
"USA";"financewho";"China";"differentiation";"1.79560426747508";"80";"-80";"0";"0";"80";"-50.4852406770439";"29.5147593229561";"20";"FALSE";"TRUE"
"Arabstates";"financevol";"USA";"adaptlegal";"1.38725985844287";"100";"-100";"0";"0";"30";"48.6779575328615";"78.6779575328615";"80";"FALSE";"TRUE"
"USA";"adaptinst";"LDCsBGD";"legal";"1.35578707007278";"40";"50";"90";"90";"100";"-57.5424575424575";"42.4575424575425";"40";"FALSE";"TRUE"
"LDCsBGD";"eaa";"China";"adaptfinance";"1.21478403839317";"90";"-90";"0";"0";"50";"39.179034838251";"89.179034838251";"100";"FALSE";"TRUE"
"EU28";"eaa";"India";"mrv";"1.12740604949588";"100";"-76.8175985334556";"23.1824014665444";"0";"0";"100";"100";"100";"FALSE";"TRUE"
"Japan";"financewho";"Arabstates";"differentiation";"1.11946700217317";"80";"-71.4078405581608";"8.59215944183917";"0";"100";"-75";"25";"25";"FALSE";"TRUE"
"Russia";"adaptlegal";"LDCsBGD";"differentiation";"1.08876772082879";"0";"80";"80";"80";"60";"-43.5856052344602";"16.4143947655398";"15";"FALSE";"TRUE"
"AOSIS";"financewho";"Arabstates";"legal";"1.07494091636807";"60";"-60";"0";"0";"0";"89.6546466417626";"89.6546466417626";"100";"FALSE";"TRUE"
"USA";"amb2050";"AOSIS";"ld";"0.979799201645095";"30";"48.6633603483731";"78.6633603483731";"100";"100";"-100";"0";"0";"FALSE";"TRUE"
"EU28";"adaptlegal";"Arabstates";"mrv";"0.966921119592876";"40";"40";"80";"80";"0";"55.5216284987277";"55.5216284987277";"100";"FALSE";"TRUE"
"India";"ld";"USA";"adaptfinance";"0.964933282723583";"90";"-90";"0";"0";"0";"44.1315074892698";"44.1315074892698";"100";"FALSE";"TRUE"
"AILAC";"eaa";"China";"adaptlegal";"0.961832061068702";"100";"-67.6990185387132";"32.3009814612868";"0";"50";"30";"80";"80";"FALSE";"TRUE"
"USA";"progress";"AOSIS";"legal";"0.942857142857143";"40";"45.454945054945";"85.4549450549451";"100";"100";"-60";"40";"40";"FALSE";"TRUE"
"China";"ld";"USA";"mrv";"0.908834321196727";"50";"-50";"0";"0";"70";"-49.2689810894722";"20.7310189105278";"0";"FALSE";"TRUE"
"Russia";"adaptfinance";"India";"differentiation";"0.800154103753316";"0";"100";"100";"100";"90";"-31.0922103516233";"58.9077896483767";"15";"FALSE";"TRUE"
"AILAC";"ld";"Japan";"adaptlegal";"0.758094235325085";"75";"-46.8971533862295";"28.1028466137705";"0";"40";"40";"80";"80";"FALSE";"TRUE"
"Russia";"adaptinst";"India";"differentiation";"0.723921240050272";"0";"90";"90";"90";"58.9077896483767";"-42.5040765685927";"16.403713079784";"15";"TRUE";"TRUE"
"USA";"amb2100";"LDCsBGD";"ld";"0.664616712520904";"80";"20";"100";"100";"90";"-26.8254387384548";"63.1745612615452";"0";"FALSE";"TRUE"
"AILAC";"progress";"Brazil";"adaptlegal";"0.641221374045801";"80";"-47.2559588720985";"32.7440411279015";"30";"40";"40";"80";"80";"FALSE";"TRUE"
"AOSIS";"amb2050";"EU28";"adaptfinance";"0.610738255033557";"100";"-35";"65";"65";"40";"58.7135222470793";"98.7135222470793";"100";"FALSE";"TRUE"
"Arabstates";"ld";"AOSIS";"differentiation";"0.605284227381905";"20";"63.8250600480384";"83.8250600480384";"100";"40";"60";"100";"100";"FALSE";"TRUE"
"China";"legal";"AOSIS";"mrv";"0.578400075855748";"20";"50.648299202299";"70.648299202299";"100";"80";"-80";"0";"0";"FALSE";"TRUE"
"EIG";"eaa";"China";"legal";"0.565399484536083";"100";"-100";"0";"0";"70.648299202299";"27.4781919111816";"98.1264911134806";"100";"TRUE";"TRUE"
"Japan";"amb2100";"LDCsBGD";"ld";"0.546906187624751";"70";"30";"100";"100";"63.1745612615452";"-24.8135308330707";"38.3610304284745";"0";"TRUE";"TRUE"
"Russia";"progress";"Africangrp";"differentiation";"0.530615682641287";"30";"70";"100";"100";"70";"-49.4845110755496";"20.5154889244504";"15";"FALSE";"TRUE"
"Brazil";"mrv";"EU28";"differentiation";"0.51794742911209";"50";"50";"100";"100";"30";"34.1230596375033";"64.1230596375033";"80";"FALSE";"TRUE"
"EIG";"financewho";"Arabstates";"mrv";"0.513379583746283";"60";"-60";"0";"0";"55.5216284987277";"27.5232002883143";"83.044828787042";"85";"TRUE";"TRUE"
"Africangrp";"financewho";"Umbrellamin";"adaptinst";"0.476446630292784";"0";"74.4363328978714";"74.4363328978714";"80";"40";"50";"90";"90";"FALSE";"TRUE"
"China";"adaptfinance";"AILAC";"financewho";"0.459365708622398";"89.179034838251";"9.70911793855302";"98.888152776804";"100";"60";"-60";"0";"0";"TRUE";"TRUE"
"Russia";"financewho";"EU28";"legal";"0.45193260654113";"0";"80";"80";"80";"100";"-27.9088206144698";"72.0911793855302";"50";"FALSE";"TRUE"
"Russia";"ld";"LDCsBGD";"financevol";"0.447078746824725";"0";"90";"90";"90";"100";"-29.5562085969019";"70.4437914030981";"0";"FALSE";"TRUE"
"LDCsBGD";"progress";"Brazil";"adaptfinance";"0.425267088476299";"100";"-39.2588027846757";"60.7411972153243";"30";"50";"50";"100";"100";"FALSE";"TRUE"
"China";"financewho";"LDCsBGD";"mrv";"0.422709872216532";"0";"24.991069984364";"24.991069984364";"60";"70";"-70";"0";"0";"FALSE";"TRUE"
"Africangrp";"amb2050";"EIG";"financevol";"0.406556530717605";"100";"-35";"65";"65";"20";"51.6965668559628";"71.6965668559628";"100";"FALSE";"TRUE"
"Umbrellamin";"adaptlegal";"AILAC";"differentiation";"0.390839694656489";"40";"40";"80";"80";"50";"-19.3713801042045";"30.6286198957955";"25";"FALSE";"TRUE"
"USA";"adaptfinance";"India";"financevol";"0.37258968448266";"44.1315074892698";"55.8684925107302";"100";"100";"100";"-97.8593840718604";"2.14061592813955";"0";"TRUE";"TRUE"
"Japan";"eaa";"India";"adaptfinance";"0.371134020618556";"60";"-60";"0";"0";"100";"-29.9243986254296";"70.0756013745705";"30";"FALSE";"TRUE"
"Brazil";"ld";"USA";"differentiation";"0.367908552074513";"50";"-50";"0";"0";"20";"17.7561834306342";"37.7561834306342";"80";"FALSE";"TRUE"
"EU28";"amb2100";"LDCsBGD";"amb2050";"0.354213273676361";"80";"15.4422073079791";"95.4422073079791";"100";"80";"-15";"65";"65";"FALSE";"TRUE"
"LDCsBGD";"progress";"India";"financewho";"0.351052665585737";"60.7411972153243";"-60.7411972153243";"0";"0";"0";"55.6619076476586";"55.6619076476586";"60";"TRUE";"TRUE"
"AILAC";"amb2050";"EU28";"adaptinst";"0.349412751677852";"90";"-25";"65";"65";"50";"22.0982631121054";"72.0982631121054";"80";"FALSE";"TRUE"
"Umbrellamin";"eaa";"India";"financewho";"0.329896907216495";"60";"-60";"0";"0";"55.6619076476586";"19.8134511536573";"75.475358801316";"80";"TRUE";"TRUE"
"EIG";"adaptlegal";"Africangrp";"mrv";"0.322821795209266";"40";"40";"80";"80";"50";"29.6900803855265";"79.6900803855266";"85";"FALSE";"TRUE"
"LDCsBGD";"ld";"Japan";"adaptinst";"0.304695304695305";"38.3610304284745";"-36.0155633839844";"2.34546704449004";"0";"40";"50";"90";"90";"TRUE";"TRUE"
"Brazil";"legal";"EIG";"differentiation";"0.302642113690953";"50";"33.3578863090472";"83.3578863090472";"100";"40";"40";"80";"80";"FALSE";"TRUE"
"Africangrp";"ld";"Japan";"financevol";"0.295081608222138";"70";"-70";"0";"0";"0";"31.0980444123018";"31.0980444123018";"100";"FALSE";"TRUE"
"USA";"progress";"Africangrp";"legal";"0.275510204081633";"85.4549450549451";"10.8226059654631";"96.2775510204082";"100";"80";"-40";"40";"40";"TRUE";"TRUE"
"Japan";"progress";"India";"adaptfinance";"0.254569190600523";"50";"-50";"0";"0";"70.0756013745705";"-39.6832511362538";"30.3923502383167";"30";"TRUE";"TRUE"
"Brazil";"financevol";"USA";"differentiation";"0.241152679474216";"50";"-50";"0";"0";"37.7561834306342";"13.7588739290086";"51.5150573596427";"80";"TRUE";"TRUE"
"Russia";"eaa";"AOSIS";"financevol";"0.240549828178694";"0";"100";"100";"100";"100";"-37.9846371538306";"62.0153628461694";"0";"FALSE";"TRUE"
"Umbrellamin";"progress";"India";"legal";"0.226283724978242";"50";"-50";"0";"0";"20";"30.1711633304323";"50.1711633304323";"70";"FALSE";"TRUE"
"USA";"amb2050";"AILAC";"ld";"0.20757264417388";"78.6633603483731";"5.72746740405706";"84.3908277524301";"90";"28.1028466137705";"-28.1028466137705";"0";"0";"TRUE";"TRUE"
"EIG";"progress";"India";"legal";"0.180830455655689";"80";"-76.5136712749616";"3.4863287250384";"0";"50.1711633304323";"49.8288366695677";"100";"100";"TRUE";"TRUE"
"China";"financewho";"Umbrellamin";"mrv";"0.179651695692026";"24.991069984364";"21.2424094867094";"46.2334794710735";"80";"70";"-70";"0";"0";"TRUE";"TRUE"
"USA";"mrv";"China";"differentiation";"0.179020691825035";"20.7310189105278";"-10.0920874506958";"10.638931459832";"0";"29.5147593229561";"-9.51475932295613";"20";"20";"TRUE";"TRUE"
"Japan";"amb2050";"AOSIS";"adaptfinance";"0.175716900549115";"60";"40";"100";"100";"100";"-49.5879601382957";"50.4120398617043";"30";"FALSE";"TRUE"
"LDCsBGD";"adaptfinance";"Japan";"financevol";"0.172904070920503";"100";"-59.7479622847519";"40.2520377152481";"30";"31.0980444123018";"68.9019555876982";"100";"100";"TRUE";"TRUE"
"Arabstates";"progress";"EU28";"financewho";"0.170378334101264";"0";"65";"65";"65";"80";"-28.6519565180293";"51.3480434819707";"0";"FALSE";"TRUE"
"EU28";"eaa";"China";"mrv";"0.168042536403753";"23.1824014665444";"-23.1824014665444";"0";"0";"0";"10.9809670989046";"10.9809670989046";"100";"TRUE";"TRUE"
"AOSIS";"eaa";"China";"progress";"0.16498750390503";"100";"-100";"0";"0";"0";"47.3926604967198";"47.3926604967198";"100";"FALSE";"TRUE"
"Arabstates";"adaptfinance";"Africangrp";"adaptinst";"0.157342657342657";"50";"34.5657028518357";"84.5657028518357";"100";"90";"-60";"30";"30";"FALSE";"TRUE"
"China";"financevol";"USA";"mrv";"0.152684686187235";"10.7860824742268";"-10.7860824742268";"0";"0";"10.638931459832";"-6.79914255633767";"3.83978890349429";"0";"TRUE";"TRUE"
"Japan";"financewho";"Arabstates";"mrv";"0.145104456777938";"8.59215944183917";"-8.59215944183917";"0";"0";"83.044828787042";"14.1890235136122";"97.2338523006542";"100";"TRUE";"TRUE"
"Russia";"mrv";"AILAC";"differentiation";"0.144524067090823";"50";"12.3875454587274";"62.3875454587274";"85";"30.6286198957955";"-15.6286198957955";"15";"15";"TRUE";"TRUE"
"Arabstates";"eaa";"AOSIS";"adaptinst";"0.144355644355644";"0";"93.3499833499833";"93.3499833499833";"100";"80";"-50";"30";"30";"FALSE";"TRUE"
"Africangrp";"adaptfinance";"Umbrellamin";"financevol";"0.141922607827919";"100";"-70";"30";"30";"0";"52.2981398244731";"52.2981398244731";"100";"FALSE";"TRUE"
"ALBA";"ld";"EIG";"financevol";"0.13838151687432";"100";"-80";"20";"20";"71.6965668559628";"13.3304532651333";"85.0270201210962";"100";"TRUE";"TRUE"
"EU28";"legal";"Russia";"mrv";"0.131867679762024";"72.0911793855302";"-20.6851262371802";"51.4060531483501";"50";"62.3875454587274";"37.6124545412726";"100";"100";"TRUE";"TRUE"
"Brazil";"adaptinst";"EU28";"differentiation";"0.129934581547485";"70";"-20";"50";"50";"64.1230596375033";"8.01423665939795";"72.1372962969013";"80";"TRUE";"TRUE"
